Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2025-04-29,S004,P0020,Clothing,North,81,0,161,0.0,85.38,15,Cloudy,0,93.35,Autumn
2025-04-29,S005,P0001,Toys,North,75,55,170,60.94,21.45,10,Cloudy,1,21.58,Summer
2025-04-29,S005,P0002,Toys,North,348,300,167,334.45,86.39,10,Sunny,1,83.19,Spring
2025-04-29,S005,P0003,Toys,East,62,58,68,67.84,76.59,0,Cloudy,0,72.68,Summer
2025-04-29,S005,P0004,Electronics,East,407,147,87,154.22,82.85,10,Cloudy,1,77.7,Summer
2025-04-29,S005,P0005,Groceries,East,172,140,108,157.2,88.94,20,Snowy,1,84.51,Spring
2025-04-29,S005,P0006,Clothing,South,430,227,63,193.56,77.53,5,Rainy,1,77.23,Winter
2025-04-29,S005,P0007,Toys,South,264,129,19,105.16,42.54,15,Rainy,1,38.75,Summer
2025-04-29,S005,P0008,Groceries,East,348,156,87,135.13,71.29,0,Rainy,0,72.43,Winter
2025-04-29,S005,P0009,Electronics,West,442,91,99,108.96,87.51,15,Snowy,0,90.69,Autumn
2025-04-29,S005,P0010,Clothing,West,191,75,155,67.11,56.19,20,Rainy,0,52.34,Summer
2025-04-29,S005,P0011,Groceries,South,488,279,12,297.49,96.67,0,Rainy,1,93.4,Summer
2025-04-29,S005,P0012,Clothing,North,219,183,53,208.98,94.04,0,Cloudy,1,98.27,Winter
2025-04-29,S005,P0013,Groceries,North,231,216,117,201.89,33.72,10,Cloudy,0,36.44,Winter
2025-04-29,S005,P0014,Groceries,West,469,276,47,301.6,35.85,10,Rainy,1,36.01,Autumn
2025-04-29,S005,P0015,Toys,North,100,17,14,14.8,32.32,5,Sunny,1,34.26,Summer
2025-04-29,S005,P0016,Toys,South,318,89,138,78.2,42.74,0,Cloudy,1,38.97,Winter
2025-04-29,S005,P0017,Electronics,East,366,283,59,253.05,88.3,20,Snowy,1,87.73,Summer
2025-04-29,S005,P0018,Toys,North,419,180,99,166.18,42.97,15,Rainy,0,44.38,Summer
2025-04-29,S005,P0019,Toys,East,450,371,32,356.97,65.57,20,Cloudy,0,66.75,Spring
2025-04-29,S005,P0020,Furniture,South,288,177,21,164.84,37.98,15,Sunny,1,38.6,Autumn
